,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
218,15.96,25.0,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",6580.0,4.4,Timothy Ferriss,Hardcover,2011,Non Fiction
219,14.49,26.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",7589.0,4.5,Eric Larson,Hardcover,2011,Non Fiction
220,23.99,27.0,The 5 Love Languages: The Secret to Love That Lasts,7012.0,4.7,Gary Chapman,Paperback,2011,Non Fiction
221,16.48,28.0,Crazy Love: Overwhelmed by a Relentless God,1920.0,4.7,Francis Chan,Paperback,2011,Non Fiction
222,18.19,29.0,A Stolen Life: A Memoir,6155.0,4.7,Jaycee Dugard,Hardcover,2011,Non Fiction
223,11.93,30.0,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),11051.0,4.7,Stieg Larsson,Hardcover,2011,Fiction
224,11.28,31.0,Water for Elephants: A Novel,4923.0,4.5,Sara Gruen,Paperback,2011,Fiction
225,20.72,32.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",6296.0,4.6,Patrick Lencioni,Hardcover,2011,Non Fiction
226,12.8,33.0,The Lego Ideas Book: Unlock Your Imagination,9887.0,4.5,Daniel Lipkowitz,Hardcover,2011,Non Fiction
227,17.12,34.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are,4514.0,4.6,Ann Voskamp,Hardcover,2011,Non Fiction
228,19.99,35.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,1676.0,4.6,Stephen R. Covey,Paperback,2011,Non Fiction
229,13.91,36.0,"The Throne of Fire (The Kane Chronicles, Book 2)",3821.0,4.8,Rick Riordan,Hardcover,2011,Fiction
230,9.99,37.0,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",3567.0,4.5,Charlaine Harris,Hardcover,2011,Fiction
231,16.5,38.0,Good to Great: Why Some Companies Make the Leap and Others Don't,5803.0,4.5,Jim Collins,Hardcover,2011,Non Fiction
232,19.0,39.0,The Litigators,11507.0,4.5,John Grisham,Hardcover,2011,Fiction
233,20.65,40.0,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",2172.0,4.4,Rob Bell,Hardcover,2011,Non Fiction
234,10.49,41.0,The Help,18068.0,4.8,Kathryn Stockett,Paperback,2011,Fiction
235,23.87,42.0,"Thinking, Fast and Slow",29732.0,4.6,Daniel Kahneman,Hardcover,2011,Non Fiction
236,15.99,43.0,The Paris Wife: A Novel,5284.0,4.4,Paula McLain,Hardcover,2011,Fiction
237,9.21,44.0,Radical: Taking Back Your Faith from the American Dream,2727.0,4.7,David Platt,Paperback,2011,Non Fiction
238,9.8,45.0,The Art of Racing in the Rain: A Novel,16418.0,4.7,Garth Stein,Paperback,2011,Fiction
239,22.99,46.0,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860.0,4.5,Doug Lemov,Paperback,2011,Non Fiction
240,12.99,47.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",9950.0,4.5,Joel Fuhrman MD,Paperback,2011,Non Fiction
241,24.0,48.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",5331.0,4.7,Thomas Campbell,Paperback,2011,Non Fiction
242,18.0,49.0,What to Expect When You're Expecting,29389.0,4.8,Heidi Murkoff,Paperback,2011,Non Fiction
243,18.89,51.0,The Best of Me,8837.0,4.6,Nicholas Sparks,Hardcover,2011,Fiction
244,13.08,52.0,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,669.0,4.4,Jacqueline Kennedy,Hardcover,2011,Non Fiction
245,9.49,53.0,The Girl with the Dragon Tattoo (Millennium Series),15466.0,4.5,Stieg Larsson,Paperback,2011,Fiction
246,25.41,54.0,The Greater Journey: Americans in Paris,1694.0,4.5,David McCullough,Hardcover,2011,Non Fiction
247,16.99,55.0,Switch: How to Change Things When Change Is Hard,3912.0,4.6,Chip Heath,Hardcover,2011,Non Fiction
248,11.99,56.0,Every Thing On It,1753.0,4.9,Shel Silverstein,Hardcover,2011,Fiction
249,10.41,57.0,Miss Peregrine's Home for Peculiar Children,13221.0,4.5,Ransom Riggs,Hardcover,2011,Fiction
250,13.58,58.0,Moonwalking With Einstein: The Art and Science of Remembering Everything,5965.0,4.5,Joshua Foer,Hardcover,2011,Non Fiction
251,6.79,59.0,The Great Gatsby: The Only Authorized Edition,18656.0,4.5,F. Scott Fitzgerald,Paperback,2011,Fiction
252,13.78,60.0,The Help,18068.0,4.8,Kathryn Stockett,Hardcover,2011,Fiction
253,21.99,61.0,1Q84: A novel,4649.0,4.4,Haruki Murakami,Hardcover,2011,Fiction
254,13.81,62.0,Boomerang: Travels in the New Third World,1774.0,4.5,Michael Lewis,Hardcover,2011,Non Fiction
255,16.13,63.0,Who Moved My Cheese,16756.0,4.6,Spencer Johnson,Hardcover,2011,Fiction
256,15.64,64.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",2349.0,4.5,Tom Rath,Hardcover,2011,Non Fiction
257,17.36,65.0,Elder Scrolls V: Skyrim: Prima Official Game Guide,1781.0,4.6,David Hodgson,Paperback,2011,Non Fiction
258,12.06,66.0,The Glass Castle: A Memoir (book),19006.0,4.6,Jeannette Walls,Paperback,2011,Non Fiction
259,6.99,67.0,The Book Thief,34536.0,4.7,Markus Zusak,Paperback,2011,Fiction
260,13.39,68.0,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",18929.0,4.5,Timothy Ferriss,Hardcover,2011,Non Fiction
261,8.48,69.0,"Oh, the Places You'll Go!",42848.0,4.9,Dr. Seuss,Hardcover,2011,Fiction
262,8.93,70.0,Through My Eyes,1003.0,4.7,Tim Tebow,Hardcover,2011,Non Fiction
263,22.79,71.0,The Land of Painted Caves: A Novel (Earth's Children),6293.0,4.2,Jean M. Auel,Hardcover,2011,Fiction
264,14.52,72.0,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",865.0,4.5,David Brooks,Hardcover,2011,Non Fiction
265,24.33,73.0,A Guide to the Project Management Body of Knowledge,726.0,4.4,Project Management Institute,Paperback,2011,Non Fiction
266,12.94,74.0,Guinness World Records 2012,489.0,4.6,Guinness World Records,Hardcover,2011,Non Fiction
267,19.1,75.0,State of Wonder,3966.0,4.2,Ann Patchett,Hardcover,2011,Fiction
268,11.59,76.0,A Visit from the Goon Squad,4365.0,4.0,Jennifer Egan,Paperback,2011,Fiction
269,16.2,77.0,"Prevent And Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",5774.0,4.6,Caldwell B. Esselstyn Jr.,Paperback,2011,Non Fiction
270,38.86,78.0,Harry Potter Paperback Box Set (Books 1-7),91628.0,4.9,J. K. Rowling,Paperback,2011,Fiction
271,14.99,79.0,Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),4629.0,4.6,Janet Evanovich,Hardcover,2011,Fiction
272,15.98,80.0,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,11732.0,4.6,Sean Covey,Paperback,2011,Non Fiction
273,16.97,81.0,"Delivering Happiness: A Path to Profits, Passion, and Purpose",3242.0,4.6,Tony Hsieh,Hardcover,2011,Non Fiction
274,14.53,82.0,"The Lost Hero (Heroes of Olympus, Book 1)",11549.0,4.8,Rick Riordan,Hardcover,2011,Fiction
275,10.43,83.0,Room,9750.0,4.5,Emma Donoghue,Paperback,2011,Fiction
276,13.49,84.0,Hotel on the Corner of Bitter and Sweet,6239.0,4.6,Jamie Ford,Paperback,2011,Fiction
277,12.99,85.0,The Tipping Point: How Little Things Can Make a Big Difference,5732.0,4.4,Malcolm Gladwell,Paperback,2011,Non Fiction
278,14.98,86.0,Emotional Intelligence 2.0,10429.0,4.5,Travis Bradberry,Hardcover,2011,Non Fiction
279,15.71,87.0,Outliers: The Story of Success,22209.0,4.7,Malcolm Gladwell,Paperback,2011,Non Fiction
280,8.69,88.0,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,2800.0,4.5,Gene Stone,Paperback,2011,Non Fiction
281,11.12,89.0,The Girl Who Played with Fire (Millennium Series),10693.0,4.7,Stieg Larsson,Paperback,2011,Fiction
282,20.25,90.0,"Hungry Girl 300 Under 300: 300 Breakfast, Lunch & Dinner Dishes Under 300 Calories",1156.0,4.4,Lisa Lillien,Paperback,2011,Non Fiction
283,25.0,91.0,The Alchemist,3816.0,4.7,Paulo Coelho,Paperback,2011,Fiction
284,24.95,92.0,Getting Things Done: The Art of Stress-Free Productivity,4736.0,4.6,David Allen,Paperback,2011,Non Fiction
285,13.03,93.0,The Invention of Hugo Cabret,2654.0,4.8,Brian Selznick,Hardcover,2011,Fiction
286,17.89,94.0,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",776.0,3.5,Gallup,Hardcover,2011,Non Fiction
287,10.79,95.0,Drive: The Surprising Truth About What Motivates Us,5489.0,4.5,Daniel H. Pink,Paperback,2011,Non Fiction
288,14.44,96.0,Smokin' Seventeen (Stephanie Plum),3762.0,4.6,Janet Evanovich,Hardcover,2011,Fiction
289,20.61,97.0,"Moleskine Classic Notebook, Hard Cover, Large (5"" x 8.25"") Ruled/Lined, Black, 240 Pages",22268.0,4.8,Moleskine Store,Hardcover,2011,unknown
290,8.79,98.0,The Big Short: Inside the Doomsday Machine,5893.0,4.7,Michael Lewis,Paperback,2011,Non Fiction
291,9.99,99.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",11833.0,4.7,Christopher McDougall,Paperback,2011,Non Fiction
292,39.99,100.0,The Official Guide for GMAT Review,303.0,4.4,GMAC (Graduate Management Admission Council),Paperback,2011,Non Fiction
293,13.99,1.0,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)",60233.0,4.0,E L James,Paperback,2012,Fiction
294,13.99,2.0,Fifty Shades Darker,32887.0,4.5,E L James,Paperback,2012,Fiction
295,13.88,3.0,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",32375.0,4.5,E L James,Paperback,2012,Fiction
296,11.69,4.0,The Hunger Games (Book 1),42770.0,4.7,Suzanne Collins,Paperback,2012,Fiction
297,18.29,5.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2012,Non Fiction
298,19.49,6.0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),38220.0,4.6,E L James,Paperback,2012,Fiction
299,9.49,7.0,Catching Fire (The Hunger Games),32459.0,4.7,Suzanne Collins,Hardcover,2012,Fiction
300,9.08,8.0,Mockingjay (The Hunger Games),37034.0,4.6,Suzanne Collins,Hardcover,2012,Fiction
301,13.95,9.0,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",12521.0,4.7,Jeff Kinney,Hardcover,2012,Fiction
302,16.89,10.0,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,9676.0,4.6,Mark Owen,Hardcover,2012,Non Fiction
303,59.9,11.0,The Hunger Games Trilogy Boxed Set,27185.0,4.8,Suzanne Collins,Hardcover,2012,Fiction
304,15.21,12.0,Gone Girl,66978.0,4.1,Gillian Flynn,Hardcover,2012,Fiction
305,11.26,13.0,"The Mark of Athena (Heroes of Olympus, Book 3)",13958.0,4.8,Rick Riordan,Hardcover,2012,Fiction
306,41.0,14.0,The Official SAT Study Guide,1526.0,4.4,The College Board,Paperback,2012,Non Fiction
307,54.98,15.0,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,6354.0,4.6,George R.R. Martin,Mass Market Paperback,2012,Fiction
308,17.68,16.0,Killing Kennedy: The End of Camelot,10410.0,4.6,Bill O'Reilly,Hardcover,2012,Non Fiction
309,24.29,17.0,"Publication Manual of the American Psychological Association, 6th Edition",12674.0,4.5,American Psychological Association,Paperback,2012,Non Fiction
310,9.99,18.0,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),10849.0,4.7,Bill O'Reilly,Hardcover,2012,Non Fiction
311,14.54,19.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",33629.0,4.8,Laura Hillenbrand,Hardcover,2012,Non Fiction
312,12.79,20.0,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,16915.0,4.4,Eben Alexander,Paperback,2012,Non Fiction
313,23.99,21.0,The 5 Love Languages: The Secret to Love That Lasts,7012.0,4.7,Gary Chapman,Paperback,2012,Non Fiction
314,17.99,22.0,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,2346.0,4.8,Ina Garten,Hardcover,2012,Non Fiction
315,23.87,23.0,"Thinking, Fast and Slow",29732.0,4.6,Daniel Kahneman,Hardcover,2012,Non Fiction
316,11.0,24.0,The Casual Vacancy,10955.0,3.4,J.K. Rowling,Hardcover,2012,Fiction
317,9.49,25.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,19005.0,4.7,Jonathan Cahn,Paperback,2012,Fiction
318,19.19,26.0,The Power of Habit: Why We Do What We Do in Life and Business,22727.0,4.7,Charles Duhigg,Hardcover,2012,Non Fiction
319,17.33,27.0,Steve Jobs,12780.0,4.7,Walter Isaacson,Hardcover,2012,Non Fiction
320,13.96,28.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",8638.0,4.4,William Davis,Hardcover,2012,Non Fiction
321,8.48,29.0,"Oh, the Places You'll Go!",42848.0,4.9,Dr. Seuss,Hardcover,2012,Fiction
322,19.99,30.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,1676.0,4.6,Stephen R. Covey,Paperback,2012,Non Fiction
323,20.72,31.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",6269.0,4.6,Patrick Lencioni,Hardcover,2012,Non Fiction
324,23.01,32.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,20015.0,4.6,Susan Cain,Hardcover,2012,Non Fiction
325,6.79,33.0,The Great Gatsby: The Only Authorized Edition,18656.0,4.5,F. Scott Fitzgerald,Paperback,2012,Fiction
326,20.15,34.0,The Racketeer,24614.0,4.4,John Grisham,Hardcover,2012,Fiction
327,13.95,35.0,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",2489.0,4.3,Mark Hyman M.D.,Hardcover,2012,Non Fiction
328,14.48,36.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",20089.0,4.9,Sherri Duskey Rinker,Hardcover,2012,Fiction
329,12.1,37.0,The Immortal Life of Henrietta Lacks,16936.0,4.7,Rebecca Skloot,Paperback,2012,Non Fiction
330,11.06,38.0,The Fault in Our Stars,62087.0,4.7,John Green,Hardcover,2012,Fiction
331,12.58,39.0,"The Serpent's Shadow (The Kane Chronicles, Book 3)",4883.0,4.8,Rick Riordan,Hardcover,2012,Fiction
332,17.12,40.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are,4514.0,4.6,Ann Voskamp,Hardcover,2012,Non Fiction
333,18.24,41.0,Wild: From Lost to Found on the Pacific Crest Trail,23549.0,4.5,Cheryl Strayed,Hardcover,2012,Non Fiction
334,13.98,42.0,Winter of the World: Book Two of the Century Trilogy,18184.0,4.6,Ken Follett,Hardcover,2012,Fiction
335,13.32,43.0,The Pioneer Woman Cooks: Food from My Frontier,4667.0,4.8,Ree Drummond,Hardcover,2012,Non Fiction
336,12.8,44.0,The Lego Ideas Book: Unlock Your Imagination,9887.0,4.5,Daniel Lipkowitz,Hardcover,2012,Non Fiction
337,10.24,45.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,17368.0,4.7,Todd Burpo,Paperback,2012,Non Fiction
338,7.53,46.0,"Jesus Calling, Padded Hardcover, with Scripture references",31196.0,4.9,Sarah Young,Hardcover,2012,Non Fiction
339,12.99,47.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",9950.0,4.5,Joel Fuhrman MD,Paperback,2012,Non Fiction
340,17.65,48.0,Thomas Jefferson: The Art of Power,2922.0,4.6,Jon Meacham,Hardcover,2012,Non Fiction
341,16.5,49.0,Good to Great: Why Some Companies Make the Leap and Others Don't,5803.0,4.5,Jim Collins,Hardcover,2012,Non Fiction
342,9.6,50.0,The Amateur,2707.0,4.5,Edward Klein,Hardcover,2012,Non Fiction
343,17.14,51.0,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,1834.0,4.7,Deb Perelman,Hardcover,2012,Non Fiction
344,18.0,52.0,What to Expect When You're Expecting,29389.0,4.8,Heidi Murkoff,Paperback,2012,Non Fiction
345,27.49,53.0,The Walking Dead: Compendium One,7562.0,4.8,Robert Kirkman,Paperback,2012,Fiction
346,18.46,54.0,The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,1939.0,4.5,Nate Silver,Hardcover,2012,Non Fiction
347,7.07,55.0,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),10687.0,4.5,The Oatmeal,Paperback,2012,Fiction
348,24.31,56.0,A Dance with Dragons (A Song of Ice and Fire),17252.0,4.5,George R. R. Martin,Hardcover,2012,Fiction
349,15.84,57.0,America Again: Re-becoming the Greatness We Never Weren't,604.0,4.3,Stephen Colbert,Hardcover,2012,Non Fiction
350,5.52,58.0,LEGO NINJAGO: Character Encyclopedia,887.0,4.5,DK Publishing,Hardcover,2012,Fiction
351,18.52,59.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,19371.0,4.6,Chris Kyle,Hardcover,2012,Non Fiction
352,15.71,60.0,Outliers: The Story of Success,22209.0,4.7,Malcolm Gladwell,Paperback,2012,Non Fiction
353,22.99,61.0,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860.0,4.5,Doug Lemov,Paperback,2012,Non Fiction
354,8.78,62.0,Bared to You,14707.0,4.4,Sylvia Day,Paperback,2012,Fiction
355,7.74,63.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),86676.0,4.7,Don Miguel Ruiz,Paperback,2012,Non Fiction
356,15.64,64.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",2349.0,4.5,Tom Rath,Hardcover,2012,Non Fiction
357,16.97,65.0,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,3104.0,4.3,Mike Moreno,Hardcover,2012,Non Fiction
358,16.48,66.0,Crazy Love: Overwhelmed by a Relentless God,1920.0,4.7,Francis Chan,Paperback,2012,Non Fiction
359,14.35,67.0,Go the F**k to Sleep,20243.0,4.8,Adam Mansbach,Hardcover,2012,Fiction
360,27.99,68.0,Bring Up the Bodies,8622.0,4.5,Hilary Mantel,Hardcover,2012,Fiction
361,11.55,69.0,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)",1281.0,4.6,Jim Collins,Hardcover,2012,Non Fiction
362,21.9,70.0,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,9950.0,4.5,Joel Fuhrman MD,Mass Market Paperback,2012,Non Fiction
363,17.0,71.0,"Reflected in You (Crossfire, Book 2)",12620.0,4.6,Sylvia Day,Paperback,2012,Fiction
364,16.13,72.0,Who Moved My Cheese,16756.0,4.6,Spencer Johnson,Hardcover,2012,Fiction
365,6.99,73.0,The Book Thief,34536.0,4.7,Markus Zusak,Paperback,2012,Fiction
366,24.33,74.0,A Guide to the Project Management Body of Knowledge,726.0,4.4,Project Management Institute,Paperback,2012,Non Fiction
367,16.0,75.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",3845.0,4.3,Katherine Boo,Hardcover,2012,Non Fiction
368,14.85,76.0,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",4372.0,4.5,Charlaine Harris,Hardcover,2012,Fiction
369,20.97,77.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",9891.0,4.7,Kerry Patterson,Paperback,2012,Non Fiction
370,8.69,78.0,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,2800.0,4.5,Gene Stone,Paperback,2012,Non Fiction
371,15.79,79.0,The Jesus Storybook Bible: Every Story Whispers His Name,11859.0,4.9,Sally Lloyd-Jones,Hardcover,2012,Non Fiction
372,14.76,80.0,Notorious Nineteen: A Stephanie Plum Novel,8075.0,4.6,Janet Evanovich,Hardcover,2012,Fiction
373,19.87,81.0,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",2827.0,4.5,Timothy Ferriss,Hardcover,2012,Non Fiction
374,11.99,82.0,Cloud Atlas,5824.0,4.3,David Mitchell,Paperback,2012,Fiction
375,25.0,83.0,The Alchemist,3816.0,4.7,Paulo Coelho,Paperback,2012,Fiction
376,22.6,84.0,The Hunger Games,42770.0,4.7,Suzanne Collins,Hardcover,2012,Fiction
377,13.0,85.0,"Help, Thanks, Wow: The Three Essential Prayers",2022.0,4.6,Anne Lamott,Hardcover,2012,Non Fiction
378,9.67,86.0,Wonder,35698.0,4.8,R. J. Palacio,Hardcover,2012,Fiction
379,22.97,87.0,"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",50.0,3.8,Woo Myung,Hardcover,2012,Non Fiction
380,9.29,88.0,"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story",4826.0,4.5,Mary C. Neal,Paperback,2012,Non Fiction
381,9.79,89.0,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",13075.0,4.5,Del Sroufe,Paperback,2012,Non Fiction
382,12.55,90.0,Catching Fire (Hunger Games),32459.0,4.7,Suzanne Collins,Paperback,2012,Fiction
383,19.81,91.0,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",13061.0,4.8,Robert Jordan,Hardcover,2012,Fiction
384,4.89,92.0,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",11127.0,4.8,Jeff Kinney,Hardcover,2012,Fiction
385,15.98,93.0,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,11732.0,4.6,Sean Covey,Paperback,2012,Non Fiction
386,26.43,94.0,The Passage of Power: The Years of Lyndon Johnson,1511.0,4.8,Robert A. Caro,Hardcover,2012,Non Fiction
387,14.52,95.0,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,5477.0,4.8,Ree Drummond,Hardcover,2012,Non Fiction
388,23.95,96.0,"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",153.0,4.6,Zhi Gang Sha Dr.,Hardcover,2012,Non Fiction
389,24.0,97.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",5331.0,4.7,Thomas Campbell,Paperback,2012,Non Fiction
391,20.26,99.0,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,6212.0,4.8,Timothy Keller,Hardcover,2012,Non Fiction
392,5.49,100.0,Night (Night),8573.0,4.7,Elie Wiesel,Paperback,2012,Non Fiction
393,18.29,1.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2013,Non Fiction
394,16.2,2.0,"Lean In: Women, Work, and the Will to Lead",8182.0,4.5,Sheryl Sandberg,Hardcover,2013,Non Fiction
395,13.85,3.0,"Diary of a Wimpy Kid: Hard Luck, Book 8",12470.0,4.8,Jeff Kinney,Hardcover,2013,Fiction
396,10.25,4.0,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),9349.0,4.9,Rush Limbaugh,Hardcover,2013,Fiction
397,7.53,5.0,"Jesus Calling, Padded Hardcover, with Scripture references",31196.0,4.9,Sarah Young,Hardcover,2013,Non Fiction
398,13.59,6.0,Inferno,35546.0,4.2,Dan Brown,Hardcover,2013,Fiction
399,12.2,7.0,"The House of Hades (Heroes of Olympus, Book 4)",15237.0,4.8,Rick Riordan,Hardcover,2013,Fiction
400,11.87,8.0,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",7789.0,4.7,Charles Krauthammer,Hardcover,2013,Non Fiction
401,6.79,9.0,The Great Gatsby: The Only Authorized Edition,18656.0,4.5,F. Scott Fitzgerald,Paperback,2013,Fiction
402,18.44,10.0,Killing Jesus (Bill O'Reilly's Killing Series),13007.0,4.5,Bill O'Reilly,Hardcover,2013,Non Fiction
403,12.79,11.0,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,16915.0,4.4,Eben Alexander,Paperback,2013,Non Fiction
404,144.0,12.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",12114.0,4.7,American Psychiatric Association,Paperback,2013,Non Fiction
405,41.0,13.0,The Official SAT Study Guide,1526.0,4.4,The College Board,Paperback,2013,Non Fiction
406,11.06,14.0,The Fault in Our Stars,62087.0,4.7,John Green,Hardcover,2013,Fiction
407,6.99,15.0,The Book Thief,34536.0,4.7,Markus Zusak,Paperback,2013,Fiction
408,9.67,16.0,Wonder,35698.0,4.8,R. J. Palacio,Hardcover,2013,Fiction
409,23.99,17.0,The 5 Love Languages: The Secret to Love That Lasts,7012.0,4.7,Gary Chapman,Paperback,2013,Non Fiction
410,24.29,18.0,"Publication Manual of the American Psychological Association, 6th Edition",12674.0,4.5,American Psychological Association,Paperback,2013,Non Fiction
411,8.0,19.0,Divergent,9701.0,4.7,Veronica Roth,Paperback,2013,Fiction
412,4.99,20.0,Laugh-Out-Loud Jokes for Kids,10751.0,4.6,Rob Elliott,Paperback,2013,Non Fiction
413,8.48,21.0,"Oh, the Places You'll Go!Â Â",42848.0,4.9,Dr. Seuss,Hardcover,2013,Fiction
414,16.6,22.0,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",7251.0,4.5,Malcolm Gladwell,Hardcover,2013,Non Fiction
415,54.98,23.0,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,6354.0,4.6,George R.R. Martin,Mass Market Paperback,2013,Fiction
416,12.04,24.0,Allegiant,24591.0,3.9,Veronica Roth,Hardcover,2013,Fiction
417,12.33,25.0,And the Mountains Echoed,17303.0,4.4,Khaled Hosseini,Hardcover,2013,Fiction
418,15.38,26.0,Humans of New York,5377.0,4.8,Brandon Stanton,Hardcover,2013,Non Fiction
419,32.0,27.0,The Legend of Zelda: Hyrule Historia,9588.0,4.9,Patrick Thorpe,Hardcover,2013,Fiction
420,16.0,28.0,Doctor Sleep: A Novel,23805.0,4.7,Stephen King,Hardcover,2013,Fiction
421,4.44,29.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),5687.0,4.5,Rob Elliott,Paperback,2013,Fiction
422,22.33,30.0,The Goldfinch: A Novel (Pulitzer Prize for Fiction),42846.0,4.0,Donna Tartt,Hardcover,2013,Fiction
423,7.74,31.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),86676.0,4.7,Don Miguel Ruiz,Paperback,2013,Non Fiction
424,15.21,32.0,Gone Girl,66978.0,4.1,Gillian Flynn,Hardcover,2013,Fiction
425,17.2,33.0,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,6506.0,4.7,Brian Kilmeade,Hardcover,2013,Non Fiction
426,13.47,34.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,20015.0,4.6,Susan Cain,Paperback,2013,Non Fiction
